"time"	"An"	"PAR"	"ci"	"vc"	"vf"	"vj"	"poolT"	"poolR"	"poolG"	"gs"	"signal"	"pi"	"water"	"seq"
"11542.0"	"4.349929595606585"	"128.0"	"27.988565916429156"	"43.279382599826874"	"95.93743714001084"	"10.022999244243708"	"0.5992462404566332"	"9.35568381051755"	"7.451340351953865"	"0.040618063012640204"	"0.6723991502172174"	"0.8022984035817459"	"0.8123612602528041"	"0.2796326301022041"
"11573.0"	"6.020885357493148"	"235.0"	"23.665240087087597"	"46.4079905840898"	"95.93747116033727"	"13.709339992572191"	"0.9774724500095268"	"47.47200907931079"	"11.457384553432242"	"0.04036251843216752"	"0.6354942312365796"	"0.7720926495856963"	"0.8072503686433503"	"0.39620503420852304"
"11604.0"	"7.123439143275494"	"590.0"	"20.64169791039357"	"56.590502182302124"	"95.94103386534248"	"18.5425424670814"	"3.159980671416742"	"187.29025199955447"	"15.340259472569713"	"0.03987444461243354"	"0.6631512317349441"	"0.7474898147003829"	"0.7974888922486708"	"0.7780512657742281"
"11635.0"	"7.5718002065581675"	"1062.0"	"19.212645945219503"	"63.83936506684334"	"95.94529126450281"	"20.647214621193896"	"25.743658212433594"	"284.2135140033551"	"17.751084595782093"	"0.039309120995434085"	"0.7269560629263266"	"0.7373669796072652"	"0.7861824199086817"	"0.9920309858628877"
"11666.0"	"7.769267986806474"	"1444.0"	"18.45305048901259"	"68.29564736146057"	"95.94948821967893"	"21.44556931872386"	"47.10523217257563"	"289.0703454806925"	"19.16934773130995"	"0.0388311892432608"	"0.7792609775013504"	"0.7409354085346826"	"0.776623784865216"	"0.9965599020700948"
"11697.0"	"7.866240425530128"	"1585.0"	"18.039738397730112"	"70.87848534986614"	"95.95337488024647"	"21.652010691912075"	"43.29646042331872"	"286.32175687196155"	"19.990371681592443"	"0.038533153518254794"	"0.8215347909151381"	"0.7532640738116326"	"0.7706630703650958"	"0.9971598591687328"
"11728.0"	"7.926457059755995"	"1590.0"	"17.833040648018653"	"72.32427376367758"	"95.95689922610052"	"21.658720913697177"	"37.377698868741426"	"283.69613484212"	"20.44793470240614"	"0.03844690549604126"	"0.8556105960905539"	"0.7707546497072206"	"0.7689381099208251"	"0.9971773279855562"
"11759.0"	"7.980318996754592"	"1575.0"	"17.754233856704637"	"73.12295771586078"	"95.96008443139554"	"21.6384742819981"	"33.06224759262807"	"281.57008092075336"	"20.69487809165725"	"0.038567834661308344"	"0.8830651771775214"	"0.7908785269981248"	"0.7713566932261668"	"0.9971242669046809"
"11790.0"	"8.030716759815148"	"1322.0"	"17.782544507871233"	"73.38176099216925"	"95.96280506149944"	"21.235274184629084"	"25.09711348970948"	"277.6027675107506"	"20.767183914862553"	"0.03887124511196922"	"0.9049349712914155"	"0.8118780646196968"	"0.7774249022393843"	"0.9957922603263322"
"11821.0"	"8.061772743542289"	"872.0"	"17.93800492601921"	"72.96533922502772"	"95.96473792360143"	"20.03057113837902"	"10.391322762327029"	"257.984420193389"	"20.60882716520474"	"0.0393216884830277"	"0.9193039531761034"	"0.8322400373849801"	"0.786433769660554"	"0.9789993821058564"
"11852.0"	"7.938141462644312"	"438.0"	"18.532043753147622"	"70.51368885017598"	"95.96493309738048"	"17.164320078524383"	"2.0359804438635263"	"142.08742214743094"	"19.583242235086118"	"0.03985758370963512"	"0.8788113490347981"	"0.8454907099146489"	"0.7971516741927023"	"0.6162598247886134"
"11883.0"	"4.904372860346353"	"154.0"	"26.503810121423896"	"58.918458715201616"	"95.95637508272854"	"11.13718096264855"	"0.6676748769978467"	"6.073360929030332"	"8.64983715603031"	"0.0403466353449318"	"0.8025370627831173"	"0.8440446999258282"	"0.8069327068986359"	"0.3079793394447186"
"11914.0"	"4.334632961451605"	"127.0"	"28.034343127003833"	"49.39750170987859"	"95.94608791598155"	"9.976381379750773"	"0.5910171773980156"	"6.594056947350013"	"7.419840324903894"	"0.040644950963975614"	"0.7325211257986762"	"0.8281494428910571"	"0.8128990192795122"	"0.27854214947402317"
"11945.0"	"4.3743750991149355"	"129.0"	"27.940471788876977"	"43.29072150582546"	"95.93751772197888"	"10.069316309544316"	"0.6026077942285141"	"9.497290136492271"	"7.495276715881266"	"0.04067012820264949"	"0.6721520999545271"	"0.8023526259124688"	"0.8134025640529897"	"0.2807230948619859"
"11976.0"	"5.994620535955046"	"232.0"	"23.74745383838074"	"46.23087125585879"	"95.93744233397473"	"13.632284211149624"	"0.9658354921620396"	"46.04210514409609"	"11.374577908869265"	"0.04040424720653094"	"0.6348439382259677"	"0.772042754218578"	"0.8080849441306188"	"0.3929401403256266"
"12007.0"	"7.131045022658963"	"608.0"	"20.637229159547168"	"56.61268949229959"	"95.94107644670486"	"18.669948937352824"	"3.3287668831405326"	"191.89948499869632"	"15.353381728882809"	"0.03990817429681778"	"0.6662521643842332"	"0.7477253951115977"	"0.7981634859363557"	"0.7967365332481517"
